Fid,event_unique_id,occurrencedate,reporteddate,location_type,premises_type,Neighbourhood,Longitude,Latitude,Offence_Label
10.42.0.151-52.84.64.213-49594-443-6,GO-20221738584,2022/03/20 04:00:00+00,2022/03/20 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Willowridge-Martingrove-Richview,-79.56126506,43.69074172,1
10.42.0.151-31.13.80.5-48569-443-6,GO-20221739170,2022/03/21 04:00:00+00,2022/03/21 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.37971563,43.66282598,1
216.58.217.100-10.42.0.151-443-59609-6,GO-20221742216,2022/03/21 04:00:00+00,2022/03/21 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bay Street Corridor,-79.38712214,43.65502364,0
10.42.0.151-10.42.0.1-11637-53-17,GO-20221743517,2022/03/21 04:00:00+00,2022/03/21 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Corso Italia-Davenport,-79.44938062,43.67137418,0
172.217.11.10-10.42.0.151-443-34857-6,GO-20221744449,2022/03/21 04:00:00+00,2022/03/21 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,0
208.80.154.224-10.42.0.211-80-50785-6,GO-20221745541,2022/03/22 04:00:00+00,2022/03/22 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Rustic,-79.5047176,43.71574209,1
151.101.45.140-10.42.0.211-443-34476-6,GO-20221745647,2022/03/22 04:00:00+00,2022/03/22 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,York University Heights,-79.49647386,43.76681057,1
172.217.9.238-10.42.0.151-443-41409-6,GO-20221749022,2022/03/22 04:00:00+00,2022/03/22 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Ionview,-79.26789116,43.73220089,1
216.58.219.202-10.42.0.211-443-40904-6,GO-20221749233,2022/03/22 04:00:00+00,2022/03/22 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Kennedy Park,-79.25010348,43.73498978,1
10.42.0.211-10.42.0.1-17438-53-17,GO-20221747762,2022/03/21 04:00:00+00,2022/03/22 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Wexford/Maryvale,-79.30556944,43.73186614,1
10.42.0.211-103.235.46.211-37397-80-6,GO-20221747762,2022/03/21 04:00:00+00,2022/03/22 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Wexford/Maryvale,-79.30556944,43.73186614,0
175.100.207.233-10.42.0.211-443-37804-6,GO-20221750979,2022/03/23 04:00:00+00,2022/03/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Mount Dennis,-79.50085239,43.6913029,1
10.42.0.151-10.42.0.1-18761-53-17,GO-20221750899,2022/03/23 04:00:00+00,2022/03/23 04:00:00+00,Convenience Stores,Commercial,Kensington-Chinatown,-79.39837878,43.64832482,0
10.42.0.211-98.139.183.24-55771-80-6,GO-20221751608,2022/03/23 04:00:00+00,2022/03/23 04:00:00+00,"Gas Station (Self, Full, Attached Convenience)",Commercial,Niagara,-79.39960983,43.63648329,0
174.129.32.118-10.42.0.211-443-36751-6,GO-20221755083,2022/03/23 04:00:00+00,2022/03/23 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Mount Dennis,-79.49310368,43.68830601,0
183.79.249.252-10.42.0.42-443-39810-6,GO-20221754572,2022/03/23 04:00:00+00,2022/03/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Roncesvalles,-79.44902054,43.64633797,1
10.42.0.42-104.254.66.16-38129-80-6,GO-20221755864,2022/03/23 04:00:00+00,2022/03/23 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rouge,-79.21004755,43.82022006,0
10.42.0.211-66.198.24.250-49701-80-6,GO-20221758794,2022/03/24 04:00:00+00,2022/03/24 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,West Humber-Clairville,-79.59649182,43.74406571,1
10.42.0.1-10.42.0.42-53-19286-17,GO-20221759878,2022/03/24 04:00:00+00,2022/03/24 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Wexford/Maryvale,-79.31177693,43.74796177,0
172.217.10.42-10.42.0.211-443-48125-6,GO-20221760337,2022/03/24 04:00:00+00,2022/03/24 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Eglinton East,-79.23724759,43.73667607,1
10.42.0.151-42.56.79.30-49954-80-6,GO-20221761702,2022/03/23 04:00:00+00,2022/03/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Yonge-Eglinton,-79.39832607,43.70673316,0
172.217.10.234-10.42.0.151-443-58873-6,GO-20221762588,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,Convenience Stores,Commercial,Niagara,-79.41121981,43.6457475,1
10.42.0.211-69.147.82.61-46971-443-6,GO-20221765639,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,Ttc Subway Station,Transit,Kennedy Park,-79.26451403,43.73277006,1
172.217.10.46-10.42.0.151-443-41156-6,GO-20221766912,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Englemount-Lawrence,-79.44063201,43.72782912,0
202.77.129.150-10.42.0.211-443-35599-6,GO-20221766689,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,University,-79.40973033,43.66151426,1
10.42.0.211-123.125.29.138-41978-80-6,GO-20221766422,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,LAmoreaux,-79.30593908,43.79899784,0
172.217.10.129-10.42.0.211-443-39645-6,GO-20221767454,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Parkwoods-Donalda,-79.34460872,43.76463793,0
172.217.9.238-10.42.0.211-443-49125-6,GO-20221767559,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,Ttc Subway Station,Transit,Newtonbrook West,-79.41596023,43.78163807,1
172.217.10.142-10.42.0.151-443-57576-6,GO-20221767711,2022/03/24 04:00:00+00,2022/03/25 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Black Creek,-79.51807494,43.75897564,1
10.42.0.211-52.84.139.108-46611-80-6,GO-20221768006,2022/03/25 04:00:00+00,2022/03/25 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Caledonia-Fairbank,-79.45505937,43.69462616,0
198.11.189.16-10.42.0.211-443-42583-6,GO-20221768103,2022/03/25 04:00:00+00,2022/03/26 04:00:00+00,Bar / Restaurant,Commercial,Junction Area,-79.4740376,43.67889965,1
10.42.0.151-10.42.0.1-5173-53-17,GO-20221768881,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Victoria Village,-79.29924592,43.71667004,0
172.217.10.3-10.42.0.151-443-55011-6,GO-20221769813,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,Convenience Stores,Commercial,NSA,-79.28067919,43.83149202,1
10.42.0.211-36.110.210.167-48473-80-6,GO-20221769813,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,Convenience Stores,Commercial,NSA,-79.28067919,43.83149202,0
10.42.0.151-10.42.0.1-12123-53-17,GO-20221769176,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Moss Park,-79.37008264,43.65616228,1
10.42.0.211-64.71.142.124-41056-80-6,GO-20221769176,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Moss Park,-79.37008264,43.65616228,0
10.42.0.211-10.42.0.1-3243-53-17,GO-20221770288,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Rockcliffe-Smythe,-79.48835904,43.66788618,0
172.217.10.106-10.42.0.211-443-53471-6,GO-20221771806,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,Convenience Stores,Commercial,Keelesdale-Eglinton West,-79.47387271,43.69042154,0
10.42.0.211-10.42.0.1-29628-53-17,GO-20221771948,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Kingsway South,-79.50998592,43.64767052,0
10.42.0.211-104.192.110.245-53749-443-6,GO-20221773811,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Wexford/Maryvale,-79.30975281,43.74214362,0
140.205.164.47-10.42.0.42-443-43123-6,GO-20221773811,2022/03/26 04:00:00+00,2022/03/26 04:00:00+00,Ttc Bus Stop / Shelter / Loop,Outside,Wexford/Maryvale,-79.30975281,43.74214362,1
10.42.0.211-10.42.0.1-65199-53-17,GO-20221775041,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,West Humber-Clairville,-79.60417825,43.70602991,1
172.217.10.77-10.42.0.151-443-47158-6,GO-20221776363,2022/03/24 04:00:00+00,2022/03/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Mount Olive-Silverstone-Jamestown,-79.58986714,43.73881001,0
174.35.73.174-10.42.0.211-80-35250-6,GO-20221776711,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Bay Street Corridor,-79.38207764,43.65909609,0
10.42.0.151-31.13.71.37-40262-443-6,GO-20221777772,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Church-Yonge Corridor,-79.38307051,43.66137201,0
172.217.10.74-10.42.0.151-443-56050-6,GO-20221778305,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Kingsview Village-The Westway,-79.54863788,43.70132673,1
182.22.24.124-10.42.0.211-443-33030-6,GO-20221778321,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Steeles,-79.30974617,43.81133582,1
203.205.191.22-10.42.0.151-80-41134-6,GO-20221780632,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Dovercourt-Wallace Emerson-Junction,-79.42087545,43.66302552,1
174.129.32.118-10.42.0.211-443-58108-6,GO-20221780632,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Dovercourt-Wallace Emerson-Junction,-79.42087545,43.66302552,1
172.217.10.74-10.42.0.151-443-35416-6,GO-20221778006,2022/03/19 04:00:00+00,2022/03/27 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Malvern,-79.22570311,43.81221795,1
10.42.0.1-10.42.0.42-53-20567-17,GO-20221779668,2022/03/27 04:00:00+00,2022/03/27 04:00:00+00,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,Cliffcrest,-79.24140921,43.72087445,0
10.42.0.151-108.168.180.104-36381-5222-6,GO-20221780405,2022/03/27 04:00:00+00,2022/03/28 04:00:00+00,Convenience Stores,Commercial,Cabbagetown-South St.James Town,-79.36952193,43.66817448,1
192.229.173.173-10.42.0.42-80-51965-6,GO-20221780405,2022/03/27 04:00:00+00,2022/03/28 04:00:00+00,Convenience Stores,Commercial,Cabbagetown-South St.James Town,-79.36952193,43.66817448,0
172.217.10.74-10.42.0.151-443-57211-6,GO-20221780405,2022/03/27 04:00:00+00,2022/03/28 04:00:00+00,Convenience Stores,Commercial,Cabbagetown-South St.James Town,-79.36952193,43.66817448,0
10.42.0.211-10.42.0.1-59274-53-17,GO-20221781975,2022/03/28 04:00:00+00,2022/03/28 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Milliken,-79.2731088,43.82636635,0
10.42.0.211-31.13.69.203-33969-443-6,GO-20221783275,2022/03/28 04:00:00+00,2022/03/28 04:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Markland Wood,-79.57602116,43.63046522,1
172.217.6.234-10.42.0.151-443-55980-6,GO-20221784692,2022/03/28 04:00:00+00,2022/03/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Willowdale East,-79.4110145,43.77739285,0
172.217.10.8-10.42.0.151-443-58329-6,GO-20221785443,2022/03/28 04:00:00+00,2022/03/28 04:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Thorncliffe Park,-79.34658826,43.70321193,1
219.142.78.162-10.42.0.211-80-54686-6,GO-20221785739,2022/03/28 04:00:00+00,2022/03/28 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Greenwood-Coxwell,-79.32503489,43.67157976,0
10.42.0.211-23.23.199.129-33664-443-6,GO-20221785871,2022/03/28 04:00:00+00,2022/03/28 04:00:00+00,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,Thorncliffe Park,-79.34658826,43.70321193,1
10.42.0.42-66.198.24.224-51856-443-6,GO-20221786981,2022/03/28 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Beechborough-Greenbrook,-79.48322731,43.69340979,0
10.42.0.42-91.190.216.53-54674-12350-6,GO-20221786981,2022/03/28 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Beechborough-Greenbrook,-79.48322731,43.69340979,1
10.42.0.151-121.12.98.64-59109-80-6,GO-20221786981,2022/03/28 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Beechborough-Greenbrook,-79.48322731,43.69340979,1
157.240.18.19-10.42.0.42-443-43261-6,GO-20221787027,2022/03/29 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Bay Street Corridor,-79.38207764,43.65909609,0
157.240.2.20-10.42.0.151-443-39010-6,GO-20221788010,2022/03/29 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Moss Park,-79.37099208,43.65829436,1
172.217.6.195-10.42.0.151-443-35178-6,GO-20221789240,2022/03/29 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Moss Park,-79.37452691,43.65706649,0
10.42.0.151-121.12.98.64-33802-80-6,GO-20221789240,2022/03/29 04:00:00+00,2022/03/29 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Moss Park,-79.37452691,43.65706649,0
183.79.250.123-10.42.0.211-443-60634-6,GO-20221790992,2022/03/29 04:00:00+00,2022/03/29 04:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Bay Street Corridor,-79.3879785,43.66997438,1
10.42.0.211-10.42.0.1-13482-53-17,GO-20221792958,2022/03/30 04:00:00+00,2022/03/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Humber-Clairville,-79.59830098,43.74031273,1
174.35.73.71-10.42.0.42-80-39413-6,GO-20221792666,2022/03/29 04:00:00+00,2022/03/30 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Church-Yonge Corridor,-79.37830693,43.66628508,0
182.22.24.124-10.42.0.211-443-45685-6,GO-20221794626,2022/03/30 04:00:00+00,2022/03/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Moss Park,-79.36755676,43.65636789,1
10.42.0.211-115.239.210.141-56029-443-6,GO-20221794673,2022/03/29 04:00:00+00,2022/03/30 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,The Beaches,-79.30385118,43.67701933,0
208.80.154.224-10.42.0.151-443-56520-6,GO-20221797512,2022/03/30 04:00:00+00,2022/03/30 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Glenfield-Jane Heights,-79.51245264,43.75600841,1
172.217.6.238-10.42.0.151-443-37351-6,GO-20221801759,2022/03/31 04:00:00+00,2022/03/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Brookhaven-Amesbury,-79.49795195,43.70065401,0
172.217.6.193-10.42.0.151-443-37587-6,GO-20221802681,2022/03/31 04:00:00+00,2022/03/31 04:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Kingsview Village-The Westway,-79.54863788,43.70132673,1
10.42.0.211-106.39.162.36-47022-80-6,GO-20221804286,2022/03/31 04:00:00+00,2022/03/31 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,LAmoreaux,-79.3316921,43.7985166,0
10.42.0.211-10.42.0.1-48987-53-17,GO-20221806791,2022/04/01 04:00:00+00,2022/04/01 04:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Downsview-Roding-CFB,-79.49612053,43.72192091,0
203.205.179.170-10.42.0.211-80-56280-6,GO-20221661862,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,East End-Danforth,-79.31310933,43.68652567,0
10.42.0.211-104.97.95.172-45768-80-6,GO-20221565213,2022/02/20 05:00:00+00,2022/02/20 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,North Riverdale,-79.35319693,43.66694122,0
220.243.205.152-10.42.0.42-80-57633-6,GO-20221661862,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,East End-Danforth,-79.31310933,43.68652567,0
216.58.219.227-10.42.0.42-443-59572-6,GO-20221567845,2022/02/20 05:00:00+00,2022/02/20 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,North St.James Town,-79.37575001,43.6696557,1
10.42.0.151-104.193.88.109-56820-80-6,GO-20221662033,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,Kennedy Park,-79.25348875,43.72387679,1
10.42.0.1-10.42.0.42-53-2704-17,GO-20221568223,2022/02/20 05:00:00+00,2022/02/20 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,West Hill,-79.19386682,43.76017349,0
10.42.0.211-31.13.71.1-34168-443-6,GO-20221663144,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,West Hill,-79.19306714,43.7644323,0
203.205.147.229-10.42.0.211-80-56215-6,GO-20221569111,2022/02/21 05:00:00+00,2022/02/21 05:00:00+00,"Single Home, House (Attach Garage, Cottage, Mobile)",House,Greenwood-Coxwell,-79.32659503,43.66220958,0
172.217.11.10-10.42.0.151-443-35897-6,GO-20221663144,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,West Hill,-79.19306714,43.7644323,1
169.45.248.101-10.42.0.151-5222-45490-6,GO-20221567587,2022/02/20 05:00:00+00,2022/02/21 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,Black Creek,-79.5216948,43.77547126,1
10.42.0.211-10.42.0.1-18521-53-17,GO-20221662910,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Apartment (Rooming House, Condo)",Apartment,Rexdale-Kipling,-79.55594468,43.71694966,1
8.0.6.4-8.6.0.1-0-0-0,GO-20221662365,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Scarborough Village,-79.22325196,43.73734026,1
10.42.0.211-111.1.17.152-55060-8077-6,GO-20221662365,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Scarborough Village,-79.22325196,43.73734026,1
10.42.0.42-104.97.95.172-59566-80-6,GO-20221666492,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,University,-79.4085036,43.66176174,0
10.42.0.211-50.18.185.97-52767-443-6,GO-20221666492,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,University,-79.4085036,43.66176174,1
10.42.0.211-104.88.106.16-54096-80-6,GO-20221666073,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.38207764,43.65909609,0
10.42.0.151-74.125.22.139-48577-443-6,GO-20221666300,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Church-Yonge Corridor,-79.38132952,43.65741605,0
198.105.244.11-10.42.0.151-80-48875-6,GO-20221666560,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Downsview-Roding-CFB,-79.48368863,43.73358135,0
10.42.0.151-10.42.0.1-64850-53-17,GO-20221667439,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Open Areas (Lakes, Parks, Rivers)",Outside,High Park North,-79.4609957,43.65449502,1
222.73.28.96-10.42.0.211-80-45278-6,GO-20221667701,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Kennedy Park,-79.25173152,43.72929553,0
201.92.16.176-10.42.0.151-33827-43477-17,GO-20221669102,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,NSA,0,0,1
10.42.0.211-23.21.95.195-56350-443-6,GO-20221669660,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dufferin Grove,-79.43454496,43.65214721,0
10.42.0.211-10.42.0.1-43702-53-17,GO-20221670796,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,Rouge,-79.22426406,43.81692516,1
10.42.0.42-104.192.110.245-35948-80-6,GO-20221670903,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dovercourt-Wallace Emerson-Junction,-79.43710214,43.67397426,0
10.42.0.211-54.192.38.65-58614-443-6,GO-20221670903,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Dovercourt-Wallace Emerson-Junction,-79.43710214,43.67397426,1
10.42.0.211-47.88.68.21-44484-443-6,GO-20221671155,2022/03/09 05:00:00+00,2022/03/09 05:00:00+00,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,Bendale,-79.26501171,43.7515207,1
184.72.52.0-10.42.0.211-443-46621-6,GO-20221674501,2022/03/10 04:00:00+00,2022/03/10 04:00:00+00,Ttc Subway Station,Transit,Kennedy Park,-79.26451403,43.73277006,0
